Date,Image Id,Components,Model,Pdf Type,Samples,Dimension,R2 Score,Mse Score,Max Error Score,Evs Score,Ise Score,K1 Score,Id,Best Params,Experiment Params,Epoch,Pdf Param,Id Dataset
2023-10-26 16:57:55,940d5ed,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.114,0.052,0.127,0.632,0.027,0.078,d6b35,"{'criterion': <class 'torch.nn.modules.loss.MSELoss'>, 'max_epochs': 100, 'batch_size': 8, 'lr': 0.001, 'module__last_activation': None, 'module__hidden_layer': [(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.MSELoss'>], 'max_epochs': [100, 250], 'batch_size': [8, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': [None, 'lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 16:58:20,0a0d2f1,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.036,0.054,0.119,0.656,0.029,0.077,828d8,"{'criterion': <class 'torch.nn.modules.loss.MSELoss'>, 'max_epochs': 100, 'batch_size': 8, 'lr': 0.001, 'module__last_activation': None, 'module__hidden_layer': [(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.MSELoss'>], 'max_epochs': [100, 250], 'batch_size': [8, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': [None, 'lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 16:58:41,37a0871,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.023,0.055,0.09,0.436,0.029,0.104,e77a5,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 150, 'batch_size': 8, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [150, 250], 'batch_size': [8, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",150,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 16:58:54,00bc5a3,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.51,0.039,0.096,0.726,0.015,0.059,255a8,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 8, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [8, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, LeakyReLU(negative_slope=0.01)), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 16:59:16,00f47ba,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.111,0.052,0.143,0.439,0.027,0.096,e1ca9,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 8, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, Tanh()), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [8, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, Tanh()), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 16:59:37,da590a5,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.111,0.052,0.143,0.439,0.027,0.096,ae472,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 8, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, Tanh()), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [8, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, Tanh()), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 16:59:51,576e0c3,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.225,0.049,0.145,0.483,0.023,0.091,ae45d,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, Tanh()), (40, Tanh()), (32, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, Tanh()), (40, Tanh()), (32, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:00:20,ebba0e1,8,MLP k-means++,MULTIVARIATE_1254,100,1,0.498,0.039,0.146,0.675,0.015,0.069,bb29b,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:00:46,160c265,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.484,0.04,0.145,0.657,0.016,0.072,d4463,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:01:28,68f4d43,16,MLP k-means++,MULTIVARIATE_1254,100,1,-0.022,0.056,0.227,0.393,0.031,0.072,8b677,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:01:55,deebd51,4,MLP k-means++,MULTIVARIATE_1254,100,1,0.634,0.033,0.128,0.654,0.011,0.057,d3b96,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:02:24,c190947,4,MLP kmeans,MULTIVARIATE_1254,100,1,0.703,0.03,0.139,0.703,0.009,0.051,1fbba,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (20, Tanh()), (40, Tanh()), (10, Tanh())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:03:22,0b88886,4,MLP kmeans,MULTIVARIATE_1254,100,1,0.67,0.032,0.134,0.673,0.01,0.05,f23fd,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, Tanh()), (40, Tanh()), (20, Tanh()), (10, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, Tanh()), (40, Tanh()), (20, Tanh()), (10, ReLU())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:03:58,a3364ad,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.328,0.045,0.137,0.513,0.02,0.088,274ba,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(20, ReLU()), (40, Tanh()), (40, Tanh()), (20, Tanh()), (10, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(20, ReLU()), (40, Tanh()), (40, Tanh()), (20, Tanh()), (10, ReLU())], [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:04:57,99f2c3e,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.756,0.027,0.116,0.771,0.007,0.039,d3de1,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 250, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [250], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",250,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:05:40,6625d23,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.633,0.034,0.128,0.636,0.011,0.065,fd5eb,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 350, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.2}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [350], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",350,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:06:27,60366ab,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.32,0.046,0.138,0.606,0.02,0.08,f489e,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 350, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [350], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",350,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:06:55,a138879,8,MLP kmeans,MULTIVARIATE_1254,100,1,0.633,0.034,0.128,0.636,0.011,0.065,01d0c,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 350, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [350], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",350,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:07:55,646976d,16,MLP kmeans,MULTIVARIATE_1254,100,1,-0.281,0.063,0.18,0.223,0.039,0.102,65c3b,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 350, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [350], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",350,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
2023-10-26 17:08:17,be6cf1b,32,MLP kmeans,MULTIVARIATE_1254,100,1,-0.338,0.064,0.21,-0.046,0.04,0.156,1df97,"{'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'max_epochs': 350, 'batch_size': 4, 'lr': 0.001, 'module__last_activation': 'lambda', 'module__hidden_layer': [(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], 'optimizer': <class 'torch.optim.adam.Adam'>, 'module__dropout': 0.3}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [350], 'batch_size': [4, 16, 32], 'lr': [0.001, 0.003], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(16, ReLU()), (32, Tanh()), (32, Tanh()), (16, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (8, Tanh())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.3, 0.1]}",350,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",e83ad
